"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","CardTrader","Cardhoarder","Salt","Decks"
"835","G,U","4","Alaundo the Seer","rare","Creature","0.49","0.17","0.35","0.13","0.19","undefined","0.35294117647058826","3138"
"836","U","4","Arcum Dagsson","mythic","Creature","16.99","16.78","16.42","6.27","10.12","0.02","1","3135"
"837","W,U,B","6","Sharuum the Hegemon","rare","Creature","0.99","0.33","0.54","0.21","0.29","0.02","0.5714285714285714","3135"
"838","G","3","Legolas, Master Archer","rare","Creature","0.69","0.36","0.71","0.23","0.32","0.02","0","3123"
"839","W,U,B,R,G","2","Jenson Carthalion, Druid Exile","mythic","Creature","1.49","0.68","1.42","0.66","0.33","1.68","0.17647058823529413","3122"
"840","R,W","4","Amy Rose","mythic","Creature","1.99","1.69","2.14","1","0.96","undefined","0.6326530612244899","3118"
"841","G,U,R","6","The Swarmlord","mythic","Creature","0.99","0.54","1.06","1.57","0.64","1.75","0.6","3115"
"842","U","3","Neerdiv, Devious Diver","rare","Creature","2.99","1.49","3.21","1.72","1.72","2.58","0.36904761904761907","3115"
"843","R,W,B","3","Mathas, Fiend Seeker","rare","Creature","0.99","0.53","0.71","0.32","0.44","0.03","0.23529411764705882","3108"
"844","G","5","Yedora, Grave Gardener","uncommon","Creature","0.35","0.19","0.35","0.08","0.12","0.02","0.34513274336283184","3099"
"845","W","4","Preston, the Vanisher","rare","Creature","54.99","35.16","50","27.14","41.48","3.36","0.3644859813084112","3098"
"846","R,G","8","Borborygmos Enraged","rare","Creature","0.49","0.29","0.35","0.28","0.23","0.02","0","3095"
"847","W","4","Ekthi, Contaminator Priest","rare","Creature","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3090"
"848","U,B","4","Lazav, Dimir Mastermind","mythic","Creature","1.49","0.7","1.42","0.69","0.86","0.02","0.5789473684210527","3089"
"849","B,G","4","The Most Dangerous Gamer","rare","Creature","0.49","0.26","0.35","0.27","0.24","undefined","0.44505494505494503","3080"
"850","G","3","Pir, Imaginative Rascal // Toothy, Imaginary Friend","rare","Creature","4.99","4.5","4.28","4.42","5.74","5.49","0.36363636363636365","3076"
"851","R","6","Gilgamesh, Master-at-Arms","rare","Creature","0.79","0.95","0.71","0.31","0.51","0.02","0.38461538461538464","3068"
"852","R","1","Ragavan, Nimble Pilferer","mythic","Creature","49.99","43.82","46.43","33.41","44.64","7.27","1.292042657916324","3058"
"853","R,W","5","Cloud, Planet's Champion","mythic","Creature","1.99","1.8","2.14","2.99","1.92","0.57","0.4803921568627449","3057"
"854","U,B,R","3","Tetsuo, Imperial Champion","mythic","Creature","0.99","0.43","1.06","0.71","0.56","0.32","0.75","3048"
"855","R,G,W","3","Sigurd, Jarl of Ravensthorpe","rare","Creature","1.29","0.36","1.06","0.6","0.63","0.02","0.2","3043"
"856","G,W","2","Trelasarra, Moon Dancer","uncommon","Creature","0.39","0.29","0.54","0.2","0.28","0.03","0.45","3042"
"857","W,U,B","6","Elenda and Azor","mythic","Creature","1.49","0.44","1.06","0.47","0.69","4.56","0.5172413793103449","3042"
"858","B,R","4","Mishra, Claimed by Gix","mythic","Creature","7.49","6.49","7.14","4.19","5.72","0.02","0.2857142857142857","3037"
"859","U,B","3","Tegwyll, Duke of Splendor","mythic","Creature","6.99","4.5","7.14","4.72","4.53","3.06","0.37500000000000006","3027"
"860","W","4","Mondrak, Glory Dominus","mythic","Creature","64.99","42.12","64.29","30.49","40.42","0.02","1.0671580671580654","3026"
"861","W,U,B","3","Sydri, Galvanic Genius","mythic","Creature","1.49","0.86","1.42","0.53","0.69","0.02","0.09090909090909091","3024"
"862","G","5","Freyalise, Llanowar's Fury","rare","Planeswalker","4.99","4.04","4.99","0.23","3.08","1.36","0.42045454545454547","3016"
"863","G,U,R","5","Me, the Immortal","rare","Creature","0.49","0.26","0.35","0.18","0.16","undefined","0.7058823529411765","3012"
"864","G,U","6","Xolatoyac, the Smiling Flood","mythic","Creature","0.99","1.29","0.71","0.84","0.58","2","0.2631578947368421","3010"
"865","R,W","2","Pia Nalaar, Consul of Revival","rare","Creature","1.29","0.57","1.06","0.58","0.38","0.02","0.3157894736842105","2998"
"866","R,G","5","Vrondiss, Rage of Ancients","mythic","Creature","0.99","0.61","1.06","0.7","0.79","undefined","0.7647058823529411","2980"
"867","W","5","Gandalf the White","mythic","Creature","14.99","10.17","15.71","7.84","10.75","0.02","0.521505376344086","2980"
"868","W,U,B","3","Merieke Ri Berit","rare","Creature","2.29","2.83","2.14","0.95","1.55","0.02","0.9382716049382716","2973"
"869","R,W","7","Gisela, Blade of Goldnight","mythic","Creature","5.99","4.97","5.71","0.96","3.09","0.02","0.7492537313432835","2973"
"870","B,R","4","Wort, Boggart Auntie","rare","Creature","37.99","29.45","35.71","12.68","14.66","0.02","0.47368421052631576","2972"
"871","R,G","3","Svella, Ice Shaper","uncommon","Creature","0.35","0.16","0.35","0.07","0.11","0.02","0.25","2972"
"872","R,W","4","Iroas, God of Victory","mythic","Creature","14.99","9.64","14.28","8.98","12.06","0.02","0.4263959390862944","2971"
"873","W,U,B,R,G","5","Tazri, Beacon of Unity","mythic","Creature","0.99","0.26","0.71","0.24","0.19","0.02","0.3125","2950"
"874","R,G,W","2","Kaust, Eyes of the Glade","mythic","Creature","0.99","0.27","1.06","0.08","0.24","0.59","0.0625","2945"
"875","B,G","1","Grist, Voracious Larva","mythic","Creature","1.99","1.41","2.14","1.14","1.64","0.02","0.5789473684210527","2941"
"876","W,B","3","Teysa, Opulent Oligarch","rare","Creature","0.49","0.35","0.54","0.21","0.27","0.02","0.42105263157894735","2932"
"877","G,W","4","Treebeard, Gracious Host","rare","Creature","3.99","2.2","4.28","3.89","2.72","2.37","0.36633663366336633","2910"
"878","R,G","5","Thromok the Insatiable","mythic","Creature","3.49","2.83","3.56","0.74","1.2","0.02","0.25","2909"
"879","U,R,W","3","Narset, Jeskai Waymaster","rare","Creature","0.49","0.21","0.35","0.12","0.11","0.06","0.23148148148148137","2905"
"880","U,R,W","4","Ruhan of the Fomori","mythic","Creature","3.99","2.5","3.56","0.56","2.55","0.25","0.42105263157894735","2903"
"881","U,B","6","Xanathar, Guild Kingpin","mythic","Creature","3.99","2.15","3.56","2.21","3.07","0.02","0.8","2903"
"882","U","4","Cynette, Jelly Drover","uncommon","Creature","0.79","0.32","0.71","0.25","0.14","1","0.17924528301886797","2899"
"883","U","3","Gale, Waterdeep Prodigy // Scion of Halaster","rare","Creature","0.79","0.33","0.71","0.35","0.52","undefined","0.2063492063492063","2897"
"884","R,W","2","Aziza, Mage Tower Captain","rare","Creature","0.49","0.28","0.35","0.12","0.17","0.02","undefined","2897"
"885","W,B","1","Cecil, Dark Knight","rare","Creature","0.99","1.14","1.42","0.85","1.25","0.02","0.2743362831858407","2890"
"886","B,G","3","Glissa, the Traitor","mythic","Creature","3.99","2.4","3.56","0.95","2","0.02","0.5238095238095238","2885"
"887","U,R","2","Red Death, Shipwrecker","rare","Creature","0.69","0.35","0.54","0.32","0.29","0.54","0.05555555555555555","2885"
"888","R,G","4","Tana, the Bloodsower // Tymna the Weaver","mythic","Creature","5.49","4.74","5.71","3.46","5.62","2.45","0.8571428571428571","2875"
"889","","5","Dawnsire, Sunstar Dreadnought","mythic","Artifact","12.99","12.54","13.57","4.81","7.55","0.09","0.5784313725490194","2874"
"890","R","2","Wyll, Blade of Frontiers // Sword Coast Sailor","rare","Creature","0.69","0.53","0.71","0.34","0.48","1.03","0.0975609756097561","2859"
"891","G,W,U","5","Ellie and Alan, Paleontologists","rare","Creature","9.99","6.26","14.28","6.89","8.97","0.26","0.7333333333333333","2859"
"892","W,B","3","Lurrus of the Dream-Den","rare","Creature","2.29","2.14","2.14","1.39","2.82","0.02","0.7828571428571428","2852"
"893","B,R","6","Olivia, Crimson Bride","mythic","Creature","9.49","7.11","9.28","6.3","7.86","0.02","0.39285714285714285","2852"
"894","U,B","2","Rona, Herald of Invasion","rare","Creature","2.79","1.34","2.85","1.07","1.55","0.02","0.29357798165137616","2848"
"895","G","3","Ezuri, Renegade Leader","mythic","Creature","24.99","13.9","23.57","8.83","15.08","0.02","0.39361702127659576","2842"
"896","R","7","Dargo, the Shipwrecker // Tymna the Weaver","uncommon","Creature","0.35","0.3","0.35","0.16","0.19","0.04","0.3157894736842105","2842"
"897","W","4","Greymond, Avacyn's Stalwart","mythic","Creature","69.99","50.75","92.86","63.12","65.65","0.18","0.8823529411764706","2839"
"898","R","5","Baeloth Barrityl, Entertainer // Raised by Giants","mythic","Creature","17.99","12.2","17.85","16.44","15.51","undefined","0.48214285714285715","2833"
"899","W,B","3","Nalia de'Arnise","mythic","Creature","0.99","0.74","1.06","0.14","0.46","0.58","0","2831"
"900","R","5","Ganax, Astral Hunter // Acolyte of Bahamut","uncommon","Creature","3.99","2.74","2.49","1.73","6.05","6.72","0.22157434402332354","2828"
"901","W,U","3","Lyse Hext","rare","Creature","0.79","0.3","0.71","0.37","0.25","1.83","0.3166666666666667","2823"
"902","G,W","4","Aerith, Last Ancient","rare","Creature","0.59","0.33","0.54","0.34","0.32","1.4","0.33653846153846156","2819"
"903","U,B","5","Oskar, Rubbish Reclaimer","rare","Creature","0.69","0.54","0.71","0.42","0.45","2.8","0.3333333333333333","2814"
"904","U,R","3","Lilah, Undefeated Slickshot","rare","Creature","0.49","0.31","0.35","0.21","0.14","0.02","0.4666666666666667","2811"
"905","G,W","4","Captain Sisay","rare","Creature","14.99","13.53","14.28","3.85","9.54","1.74","0.9528795811518324","2808"
"906","R","3","Zo-Zu the Punisher","rare","Creature","6.49","4.11","6.42","3.05","4.29","0.02","0.7794676806083652","2803"
"907","B,R","4","Olivia Voldaren","mythic","Creature","4.49","3.4","4.28","2.94","2.62","0.02","1.5333333333333334","2795"
"908","B,G","7","Agent Frank Horrigan","rare","Creature","8.49","5.84","8.57","7.25","7.13","1.06","0.3009708737864078","2786"
"909","G,W","3","Polukranos Reborn","rare","Creature","0.49","0.37","0.54","0.45","0.25","0.02","0.3684210526315789","2782"
"910","G,U","4","Vannifar, Evolved Enigma","mythic","Creature","1.29","0.41","1.06","0.64","0.66","0.02","0.4230769230769231","2779"
"911","G","3","Kosei, Penitent Warlord","rare","Creature","0.49","0.25","0.54","0.17","0.25","0.55","0.05","2776"
"912","B,G","7","Hogaak, Arisen Necropolis","rare","Creature","1.49","1.08","1.42","1.29","1.57","0.16","0.6875","2772"
"913","W,U","3","Miles ""Tails"" Prower","mythic","Creature","1.29","1.28","1.42","0.6","0.64","undefined","0.4125","2765"
"914","R","3","General Kreat, the Boltbringer","uncommon","Creature","10.99","6.82","7.85","7.56","8.87","3.56","0.4805194805194805","2751"
"915","B,G","6","Aatchik, Emerald Radian","rare","Creature","0.49","0.29","0.54","0.22","0.14","0.02","0.13953488372093023","2748"
"916","W","3","Alisaie Leveilleur // Alphinaud Leveilleur","rare","Creature","0.69","0.31","0.71","0.39","0.4","2.02","0.24509803921568624","2747"
"917","G,W,U","5","Isu the Abominable","mythic","Creature","5.99","4.07","5.71","2.51","3.59","undefined","0.47058823529411764","2738"
"918","G","5","Titania, Protector of Argoth","mythic","Creature","0.99","0.27","1.06","0.48","0.42","0.02","0.3371104815864023","2732"
"919","W","5","God-Eternal Oketra","mythic","Creature","1.29","0.73","1.42","1.05","0.64","0.02","0.3409090909090908","2727"
"920","B,G","3","Grismold, the Dreadsower","rare","Creature","3.49","2.17","3.56","1.7","1.74","1.19","0.10526315789473684","2725"
"921","R,W","3","Wyleth, Soul of Steel","mythic","Creature","3.99","3.24","4.28","2.37","3.41","14.06","0.18181818181818182","2721"
"922","G,W","2","Katilda, Dawnhart Prime","rare","Creature","0.99","0.52","1.42","0.49","0.45","0.02","0.23636363636363636","2721"
"923","B","2","Francisco, Fowl Marauder // Malcolm, Keen-Eyed Navigator","rare","Creature","0.49","0.24","0.35","0.4","0.24","1.67","0.06666666666666667","2716"
"924","G,U,R","8","Ureni, the Song Unending","mythic","Creature","3.49","2.21","3.56","2.48","2.6","0.02","0.4891304347826085","2713"
"925","W,B","3","Victor, Valgavoth's Seneschal","rare","Creature","0.49","0.32","0.35","0.19","0.24","0.02","0.29787234042553196","2708"
"926","R","4","Delina, Wild Mage","rare","Creature","8.99","4.86","9.28","6.95","6.87","0.02","0.35555555555555535","2704"
"927","R,W","5","Aurelia, the Law Above","rare","Creature","2.99","1.43","2.49","0.68","1.75","0.02","0.225130890052356","2680"
"928","R,W","4","Raiyuu, Storm's Edge","rare","Creature","0.49","0.28","0.54","0.19","0.25","0.02","0.22727272727272727","2677"
"929","G","3","Eladamri, Korvecdal","mythic","Creature","10.99","9.25","11.42","6.88","7.63","0.02","0.4222222222222222","2677"
"930","","3","Liberator, Urza's Battlethopter","rare","Creature","9.49","7.45","9.28","4.34","7.08","0.02","0.3383233532934128","2675"
"931","W,B","5","Thalisse, Reverent Medium","uncommon","Creature","0.35","0.35","0.35","0.27","0.31","0.34","0.2912621359223301","2673"
"932","U,R,W","5","The Archimandrite","rare","Creature","0.49","0.28","0.54","0.15","0.16","0.22","0.3125","2673"
"933","U,R","2","Jhoira, Ageless Innovator","rare","Creature","0.49","0.24","0.54","0.2","0.16","0.02","0.2222222222222222","2667"
"934","B,R","5","The Scorpion God","mythic","Creature","0.99","0.29","0.71","0.38","0.32","0.02","0.08","2664"
"935","B","4","Horobi, Death's Wail","rare","Creature","0.99","0.44","1.06","0.27","0.24","0.02","0.8641304347826086","2656"
"936","R","5","Dragonhawk, Fate's Tempest","mythic","Creature","7.99","4.58","7.85","6.87","5.3","0.02","0.3846153846153847","2653"
"937","","6","Molecule Man","rare","Creature","9.49","6.66","9.99","8.32","15.49","8.33","undefined","2653"
"938","W,U","5","Yorion, Sky Nomad","rare","Creature","0.69","0.31","0.71","0.58","0.75","0.02","0.5090909090909093","2649"
"939","W,U","3","Kotori, Pilot Prodigy","mythic","Creature","0.99","0.42","1.06","0.03","0.24","5.56","0.3333333333333333","2648"
"940","R,G","3","Balthier and Fran","rare","Creature","0.49","0.27","0.35","0.14","0.17","0.02","0.19801980198019803","2647"
"941","W,U,B","4","Inquisitor Greyfax","mythic","Creature","1.49","0.78","1.42","0.81","0.63","0.9","0.0625","2635"
"942","W,U,B,R,G","4","Kyodai, Soul of Kamigawa","rare","Creature","0.49","0.36","0.35","0.23","0.23","0.02","0.15","2631"
"943","R,W","3","Kellan, the Fae-Blooded","mythic","Creature","8.49","5.67","7.85","4.72","5.62","0.02","0.4020618556701031","2630"
"944","R,W","2","Ajani, Nacatl Pariah","mythic","Creature","13.99","9.16","13.57","10.34","11.48","3.81","0.35294117647058826","2628"
"945","R","3","Valduk, Keeper of the Flame","uncommon","Creature","0.35","0.13","0.35","0.02","0.11","0.03","0.2777777777777778","2622"
"946","R,W,B","5","Neriv, Crackling Vanguard","mythic","Creature","0.99","0.86","0.71","0.43","0.34","undefined","0.26804123711340205","2617"
"947","R,W","3","Zirda, the Dawnwaker","rare","Creature","1.79","1.87","1.78","0.63","1","0.02","0.4907407407407409","2612"
"948","B","3","Maralen of the Mornsong","rare","Creature","23.99","32.08","22.85","15.95","24.33","0.02","1.064239828693791","2608"
"949","U,R","3","Rielle, the Everwise","mythic","Creature","5.99","4.09","5.71","2.49","4.72","0.02","0.375","2608"
"950","U","3","Fblthp, Lost on the Range","rare","Creature","0.49","0.33","0.54","0.18","0.16","0.02","0.15094339622641512","2608"
"951","B","1","Ashnod, Flesh Mechanist","rare","Creature","0.59","0.3","0.54","0.22","0.23","0.02","0.07142857142857142","2605"
"952","","0","Omarthis, Ghostfire Initiate","mythic","Creature","1.49","1.42","2.14","1.27","1.34","4.15","0.2608695652173913","2604"
"953","G,W","2","Dyadrine, Synthesis Amalgam","rare","Creature","0.49","0.27","0.54","0.24","0.25","0.02","0.15909090909090912","2601"
"954","G,U","4","Jyoti, Moag Ancient","mythic","Creature","0.99","0.27","0.71","0.31","0.16","0.02","0.2","2599"
"955","R,G","2","Redshift, Rocketeer Chief","rare","Creature","0.49","0.27","0.35","0.24","0.17","0.02","0.16935483870967746","2596"
"956","U","4","Alandra, Sky Dreamer","rare","Creature","11.99","9.63","11.42","5.8","7.81","4.5","0.16256157635467974","2595"
"957","G,U","3","Gor Muldrak, Amphinologist","rare","Creature","0.49","0.16","0.35","0.02","0.14","0.54","0.14285714285714285","2592"
"958","W","4","Dion, Bahamut's Dominant","rare","Creature","0.69","0.71","0.71","0.55","0.76","0.02","0.30769230769230776","2591"
"959","W,B","2","Dark Leo & Shredder","mythic","Creature","4.49","3.91","4.28","5.16","5.24","0.09","undefined","2586"
"960","B,R","2","Kroxa, Titan of Death's Hunger","mythic","Creature","3.99","2.41","4.28","2.74","3.49","0.26","0.617224880382775","2563"
"961","R","2","Ashling the Pilgrim","rare","Creature","0.49","0.26","0.35","0.1","0.11","0.02","0.8125","2550"
"962","U","4","Sakashima of a Thousand Faces // Vial Smasher the Fierce","mythic","Creature","39.99","33.64","39.28","16.51","41.96","9.85","0.9020833333333332","2548"
"963","B","5","Tevesh Szat, Doom of Fools // Thrasios, Triton Hero","mythic","Planeswalker","6.49","6.35","6.42","6.46","6.99","2.8","0.5728155339805826","2545"
"964","U,B,R","7","Thraximundar","rare","Creature","0.79","0.79","0.71","0.37","0.33","0.02","0.84","2540"
"965","B,G","4","Chief of the Wilds","mythic","Creature","39.99","27.08","39.28","18.47","20.27","1.07","undefined","2525"
"966","U,B","4","Sivitri, Dragon Master","mythic","Planeswalker","5.49","7.53","4.99","2.24","4.06","1.44","0.43478260869565216","2523"
"967","W,B","3","Kambal, Consul of Allocation","rare","Creature","9.49","8.87","9.28","5.06","8.88","0.02","0.8287526427061306","2521"
"968","W","3","Lae'zel, Vlaakith's Champion // Master Chef","rare","Creature","3.49","2.86","3.56","3.15","3.67","undefined","0.2684365781710914","2521"
"969","R,W","5","Alibou, Ancient Witness","mythic","Creature","0.99","0.27","1.06","0.53","0.32","0.74","0.3263157894736842","2519"
"970","U","6","Y'shtola Rhul","mythic","Creature","6.49","5.46","6.42","4.42","4.91","0.02","0.3181818181818184","2519"
"971","W,B","4","Felisa, Fang of Silverquill","mythic","Creature","2.49","1.71","2.49","0.1","1.26","2.13","0.15789473684210525","2518"
"972","U,B,R","6","Missy","rare","Creature","0.49","0.3","0.35","0.31","0.21","undefined","1.0666666666666667","2517"
"973","B","4","Fumulus, the Infestation","rare","Creature","14.99","9.59","14.99","6.44","9.45","5.42","0.32142857142857156","2515"
"974","W,U","4","Ephara, God of the Polis","mythic","Creature","6.49","7.46","6.42","5.78","5.68","0.02","0","2504"
"975","B","6","Trazyn the Infinite","rare","Creature","1.29","1.65","1.42","0.74","0.53","0.69","0.5625","2504"
"976","R,G","4","Stangg, Echo Warrior","rare","Creature","0.49","0.31","0.54","0.26","0.29","0.02","0.42105263157894735","2494"
"977","B,G","3","Glissa Sunslayer","rare","Creature","1.99","0.63","2.14","0.79","0.99","0.02","0.39378238341968913","2489"
"978","G","5","Greensleeves, Maro-Sorcerer","mythic","Creature","15.99","13.61","16.42","15.03","16.71","7.89","0.35359116022099474","2485"
"979","B,R,G","4","Soul of Windgrace","mythic","Creature","0.99","0.29","0.71","0.23","0.25","0.02","0.3157894736842105","2483"
"980","R,G","2","Radha, Heir to Keld","uncommon","Creature","0.35","0.18","0.35","0.1","0.16","0.02","0.6","2481"
"981","U,B,R","4","Cecily, Haunted Mage // Othelm, Sigardian Outcast","rare","Creature","0.69","0.4","0.71","0.3","0.28","2.23","0.7333333333333333","2479"
"982","G,W,U","3","Gorion, Wise Mentor","rare","Creature","0.49","0.17","0.35","0.12","0.14","0.19","0.375","2479"
"983","G,U","4","Galadriel, Elven-Queen","mythic","Creature","0.99","0.24","0.71","0.33","0.26","0.4","0.35294117647058826","2477"
"984","B,R,G","4","Mr. Orfeo, the Boulder","uncommon","Creature","0.35","0.16","0.35","0.04","0.11","0.03","0.2608695652173913","2473"
"985","R","0","Rograkh, Son of Rohgahh // Yoshimaru, Ever Faithful","uncommon","Creature","2.29","2.83","2.14","2.01","2.5","4.47","0.6612021857923498","2471"
"986","R,G","7","Klauth, Unrivaled Ancient","mythic","Creature","12.99","10.29","14.28","14.1","13.73","14.82","0.6648936170212766","2467"
"987","B","3","The Ghoul, Gunslinger","mythic","Creature","10.99","10.93","12.14","11.82","13.47","undefined","undefined","2467"
"988","R,W,B","4","Shanid, Sleepers' Scourge","mythic","Creature","3.99","2.4","4.28","1.93","2.94","2.86","0.22388059701492544","2463"
"989","W,U","4","Urza, Prince of Kroog","rare","Creature","0.79","0.58","0.71","0.39","0.7","0.03","0.26190476190476203","2459"
"990","B,R","5","Tor Wauki the Younger","uncommon","Creature","1.29","1.63","1.42","0.29","0.41","1.04","0.3","2454"
"991","R,W,B","3","Squall, Gunblade Duelist","rare","Creature","3.99","4.54","4.28","3.09","3.36","undefined","undefined","2452"
"992","R,W","4","Neyali, Suns' Vanguard","mythic","Creature","3.49","2.71","3.56","2.69","3.67","2.09","0.19047619047619052","2451"
"993","U","4","Tekuthal, Inquiry Dominus","mythic","Creature","2.29","1.26","2.14","1.78","1.6","0.02","0.5340909090909096","2448"
"994","G,U","2","The Goose Mother","rare","Creature","0.49","0.29","0.54","0.21","0.32","0.02","0.19626168224299065","2441"
"995","W","5","Lucy MacLean, Positively Armed","mythic","Creature","7.49","5.84","7.14","5.77","5.1","undefined","undefined","2437"
"996","W,U,B","4","Bane, Lord of Darkness","rare","Creature","0.49","0.26","0.35","0.08","0.2","undefined","0.2","2436"
"997","G","4","Toski, Bearer of Secrets","rare","Creature","8.99","6.54","9.28","4.37","4.36","0.02","0.46878547105561863","2425"
"998","G,W","4","Tadeas, Juniper Ascendant","rare","Creature","1.79","1.15","1.78","0.59","0.69","0.72","0.23809523809523808","2422"
"999","U,R","5","Melek, Reforged Researcher","mythic","Creature","1.29","0.53","1.42","undefined","0.7","0.59","0.2857142857142857","2413"
"1000","B","3","Acererak the Archlich","mythic","Creature","8.49","4.27","8.57","5.06","6.8","1.77","0.8333333333333334","2411"
